songnumber,songid,albumid,albumname,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,track_id,artist_hotttnesss,artist_mbid,artist_playmeid,artist_7digitalid,release1,release_7digitalid,song_hotttnesss,track_7digitalid,analysis_sample_rate,audio_md5,end_of_fade_in,energy,key1,key_confidence,loudness,mode1,mode_confidence,start_of_fade_out
1505,SOIKXDG12A8C13E7E1,240748,La Mujer De Mi Hermano: Music Inspired by the Film,ARSTXTP1187B99BD43,0,,0,Beto Cuevas,0,259.526,4,0.418,140.056,3,0.775,Mentira,0,TRAFBPN128F428B8CF,0.36463,f61cb5d3-795e-40fe-bb50-984d25c04e6a,-1,213780,La Mujer De Mi Hermano: Music Inspired by the Film,240748,0.572920148,2994270,22050,8d88a4c77c554b8b0cb7e6e13eadaccc,0.096,0,4,0.418,-16.765,0,0.491,244.233
1507,SOHTGJW12A58A7D7D3,265245,In Sorte Diaboli (Deluxe),ARLSF8H1187B9A76B0,0,Oslo Norway,0,Dimmu Borgir,0,317.361,10,0.035,112.277,4,0.02,The Fundamental Alienation,2007,TRAFBVU128F426B3F6,0.599603,17167af8-c1da-45cc-bba2-9d23f068b7a3,7454,18460,In Sorte Diaboli (Deluxe),265245,0.656280958,2851250,22050,14d76e63f74c3b10d2670ec594b4ca40,0,0,10,0.035,-4.061,1,0.162,299.508
1512,SOJWZVU12A8C137019,91300,Queen Of The Delta Blues_ Volume 2 (B),AR00MBZ1187B9B5DB1,29.9524,Algiers LA,-90.052,Memphis Minnie,0,156.421,0,0.15,136.821,4,0.097,Pig Meat On The Line,1997,TRAFCPP128F426EC01,0.360644,ff748426-8873-4725-bdc7-c2b18b510d41,17661,52722,Queen Of The Delta Blues_ Volume 2 (B),91300,nan,967582,22050,989c549f00ab6e7b5f2957a3b41e5a96,0.229,0,0,0.15,-20.174,1,0.309,149.014
1513,SOPBJAX12A6310E86F,213,Victims,ARHD3RX1187FB3A7DA,0,Birmingham England,0,Steel Pulse,0,237.453,10,0.542,158.57,4,0.733,We Can Do It,1991,TRAFCVI128C7196BE6,0.502975,37367b2f-69e4-4df2-9e64-75ca6204764b,3443,99,Victims,213,0.43965466,2239,22050,160f471f5855c4dc149259dbd0b4a824,5.317,0,10,0.542,-13.486,1,0.521,218.506
1514,SOGOHFY12A8C136F9C,197986,D.C. Blues: The Library Of Congress Recordings_ Vol. 2,ARHNCQ31187B9915DC,0,Teoc MS,0,Mississippi John Hurt,0,271.229,5,0.731,80.864,1,0,Waiting For You (I Forgive You Before I Go),0,TRAFCWJ128F42515AE,0.401098,802484e0-90de-4611-9fa4-f5ef0c7727b6,12776,8587,D.C. Blues: The Library Of Congress Recordings_ Vol. 2,197986,nan,2152520,22050,70ce47071dad820d1e77a49e6b8488fc,0.397,0,5,0.731,-10.913,1,0.62,268.301
1515,SOHANRI12AB0186668,409257,Everybody's Talking_ Nobody's Listening!,AR9VEMN1187FB4D75B,51.5063,London,-0.12714,Caspa,0,371.644,1,0.649,93.33,1,0.504,Back to '93,2009,TRAFCZM128F931AD24,0.422364,dc9b8085-fe1e-4b83-8d41-6dd8d295513c,-1,265626,Everybody's Talking_ Nobody's Listening!,409257,nan,4553030,22050,d763ccffca7b37e4e21ee077a9552c59,0,0,1,0.649,-8.559,1,0.525,365.772
1516,SOOGLXF12AF729E2D7,619744,If You Want it,ARRW6DJ1187FB50A67,40.7146,New York NY,-74.0071,Pacha Massive,0,211.173,11,0.518,102.009,4,0.43,Take The Wheel,2009,TRAFDBU128F93095F8,0.420945,6221313c-ac91-4277-b26e-e0c40be1b81b,-1,103923,If You Want it,619744,nan,6883120,22050,5ea2ae754bbf172be09e45079f24b1a5,0.415,0,11,0.518,-8.328,0,0.577,187.728
1517,SOLFTJF12AB0183000,504793,R&B In The Mix,AR58ZXX1187FB572F2,0,,0,Kardinal Offishall / Keri Hilson,0,224.287,11,0.696,130.136,4,0.641,Numba 1 (Tide Is High),2008,TRAFDFA128F932C065,0.522822,03647192-f55b-42b2-9a74-db28fcae8fd1,-1,7517,R&B In The Mix,504793,nan,5585720,22050,66054f6b78afd5c1502986e45659de3b,0,0,11,0.696,-3.963,0,0.477,224.287
1518,SOTWAJH12A6D4FA397,65452,The Dimension Dolls,ARW74FW1187FB554AD,0,,0,THE COOKIES,0,149.185,2,0.707,120.183,4,0,Chains (LP Version),0,TRAFDFD128F14B07AB,0.312828,d5394ea5-1a8b-4af7-b4c2-812ed390b81f,-1,1258,The Dimension Dolls,65452,0.405115722,682535,22050,0449ee33575cf11c0f13ed564c3346f7,0.214,0,2,0.707,-7.848,1,0.682,143.941
1523,SOGDLTS12A8C135A9B,290005,Jar of flies / Facelift / Dirt,ARSW5F51187FB4CFC9,0,Seattle WA,0,Alice In Chains,0,329.378,10,0.264,150.077,4,0.516,Sickman,1992,TRAFDRG128F42797B6,0.582922,4bd95eea-b9f6-4d70-a36c-cfea77431553,65,49992,Jar of flies / Facelift / Dirt,290005,0.860070194,3252990,22050,e6c4eb8ebfffb38f8804ff820cc30a5a,0.079,0,10,0.264,-5.626,0,0.413,319.24
1524,SOSFJWB12AB018906D,609053,Zipless (Deluxe),ARZFRQM1187B9A9772,0,,0,Vanessa Daou,0,167.627,6,0.018,123.094,4,0,Smoke,1994,TRAFDXV12903D085CF,0.403588,17be2a06-5295-43ca-a363-c683b562df72,-1,294223,Zipless (Deluxe),609053,0.525497119,6767770,22050,dc06127a6e6a2706d103aa445df5f268,0.189,0,6,0.018,-14.904,0,0.407,156.497
1525,SOUXWAB12A5891DAB9,739282,Eidolon,ARB4ZRM1187B993147,0,,0,Dark Fortress,0,409.965,9,0.043,116.49,4,0.387,The Silver Gate,2008,TRAFEEO12903CFEC87,0.416529,5074ddf4-3d57-49d9-a0b8-c36afe60a475,136029,52701,Eidolon,739282,nan,8190460,22050,719bd13697268e0b02b1335bc0902725,0.49,0,9,0.043,-2.93,1,0.256,391.872
1531,SOFYSKU12A8C13A72B,112186,All The Right Reasons,ARPAAHK1187B9ABB00,49.2604,Hanna Alberta Canada,-123.114,Nickelback,0,260.336,5,0.103,140.027,4,0.852,Follow You Home (Album Version),2005,TRAFEZF128F426C497,0.779968,bc710bcf-8815-42cf-bad2-3f1d12246aeb,1168,669,All The Right Reasons,112186,0.41910578,2268730,22050,7c5adb0477d6569508f5055128828da5,0.352,0,5,0.103,-3.693,1,0.433,252.819
1533,SOJGCBK12AB01884D3,819293,Groovalicious,ARYZV2X1187B997BE7,0,California - LA,0,Chris Standring,0,269.322,0,0.673,140.044,4,0.445,Say What!?!,2003,TRAFFDW12903CE53B6,0.415938,b6f93b66-30e7-4b9b-a70b-4fb82f8cb24c,-1,188694,Groovalicious,819293,0.511424326,9048940,22050,e44baf7253eba85506f53f47e96830c6,0.212,0,0,0.673,-9.041,1,0.593,250.363
1536,SOHFNIA12AC4689741,780297,Heliocentric,ARQI60P1187FB464C9,42.9869,London Ontario Canada,-81.2462,The Ocean,0,128.835,5,0.611,139.972,4,1,Catharsis Of A Heretic,2010,TRAFFEQ12903CF4356,0.4655,8d0acf0e-c099-49ac-b4b3-d57ca9eb2561,179018,158235,Heliocentric,780297,0.62646424,8634870,22050,752506cf8036f12ae6807f167a981c16,0,0,5,0.611,-8.966,0,0.712,116.599
1539,SOPRNQZ12A58A7B8E5,226814,Underground Network,ARUSOMY1187FB4D3B4,0,Pittsburgh PA,0,Anti-Flag,0,184.058,1,0.44,131.121,4,0,Spaz's House Destruction Party,2001,TRAFFPR128F421A35F,0.524379,b88f21a7-a1b9-48fd-bbc4-ae758026f17f,8398,20912,Underground Network,226814,0.594362489,2496100,22050,87fc651ef1779012e4664e040f9504db,0.189,0,1,0.44,-6.547,1,0.468,175.676
1548,SOLOEUX12A58A7C81F,111304,Rit/2,AR0BV7E1187FB386C1,0,Hollywood CA,0,Lee Ritenour,0,291.84,10,0.353,82.733,4,0.168,Keep It Alive,1982,TRAFHBH128F42970EF,0.144685,0c361ea5-98c6-4947-900b-201833f2dd84,5194,40247,Rit/2,111304,0.38089898,1150790,22050,75b73a6a429fd29373cf88a9e79c1c76,0.484,0,10,0.353,-14.199,1,0.248,274.419
1553,SOPPBPK12A8C14683C,23369,20th Century Masters: The Millennium Collection: Best Of Semisonic,ARP96FM1187B9AEA77,44.979,Minneapolis MN,-93.2649,Semisonic,0,280.006,1,0.485,99.059,4,0.925,Secret Smile,1998,TRAFHRS128F14599C0,0.4707,3037bd18-0079-4e4b-9ce1-758689e210d8,-1,10813,20th Century Masters: The Millennium Collection: Best Of Semisonic,23369,0.775235362,244350,22050,0021acbe23bb423e1cb14d92eefb6bf7,0.148,0,1,0.485,-9.429,1,0.493,265.346
1561,SOUEUCC12AB018C4B3,759814,Little Man,AR12EOE1187FB3AE26,0,,0,The Pineapple Thief,0,233.665,4,0.352,160.052,3,0.927,Boxing Day,2006,TRAFIHK12903CBDFF1,0.485198,,60953,258567,Little Man,759814,0.56633949,8412390,22050,1cb54ec4e1872f90fd6b4f6f8368e17d,0,0,4,0.352,-11.104,0,0.44,219.794
1570,SOQAQJG12A67020725,13862,Minimum - Maximum,AR1ZKBE1187FB53629,0,Dâ€¢Ã€_orf Germany,0,Kraftwerk,0,283.245,0,0.568,126.007,4,0.45,Elektro Kardiogramm (Live),0,TRAFJJJ128E078E0B8,0.520412,5700dcd4-c139-4f31-aa3e-6382b9af9032,881,983,Minimum - Maximum,13862,nan,144183,22050,d9dc494f5602d5475e4585faab76286e,2.601,0,0,0.568,-9.805,1,0.477,275.934
1573,SOWRNMP12A8C13E4FD,269516,Conscious Party,ARLUAK21187B9B785A,0,,0,Ziggy Marley And The Melody Makers,0,207.203,4,0.725,154.603,4,0.451,What's True,0,TRAFJRD128F4288F65,0.538491,7c09d8af-895a-4337-bb46-b4b6dcabff10,3069,1822,Conscious Party,269516,0.365143804,2983650,22050,241bff15d013bf7440f6484d4004c4dc,0.166,0,4,0.725,-14.799,0,0.529,203.244
1574,SOEWSSK12AB018083E,505335,Subir Al Cielo,ARPGPI51187B98F1EC,0,,0,MDO,0,211.748,5,0.595,216.196,7,0,Tonight_ Te AmarÃŒÂ©,0,TRAFJRJ128F932EC8C,0.344405,7701762c-eda0-412a-a238-a3e73e05cc11,14561,54593,Subir Al Cielo,505335,0.494489518,5597080,22050,f3ad59758230ba62e42faa09d847e0b2,0.142,0,5,0.595,-5.184,1,0.481,199.848
1575,SOKRHFH12A8C142167,314435,Music in My Soul,ARZHUJU1187FB51176,0,,0,Leigh Jones,0,279.745,8,0.461,172.35,3,0.892,Have It Your Way,2008,TRAFJUG128F92C77B1,0.373001,dc9fe516-b40e-4c39-84a8-584edc0b9742,-1,243633,Music in My Soul,314435,0.510018725,3557840,22050,6be938e06ac8ee94433f466885f23b93,0,0,8,0.461,-9.027,0,0.448,272.747
1578,SOCZSYW12AAF3B490E,310652,Born And Raised In Compton: The Greatest Hits,AROTIMO1187FB532BF,0,Compton CA,0,DJ Quik,0,247.562,6,0.062,106.435,4,0.494,Pitch In OnA Party,2000,TRAFJVH128F42BC25E,0.413394,542f4f08-4d8f-48db-a414-d3a33a62929f,7070,1915,Born And Raised In Compton: The Greatest Hits,310652,nan,3529430,22050,2d35b8de664e69927b3684243c019d73,0.188,0,6,0.062,-6.57,0,0.194,243.287
1581,SODDIXC12AB0180D2F,627408,Turn Me Well,ARWWYK211C8A415AD4,0,,0,Micachu,0,166.426,2,0.32,117.368,4,1,Just In Case,2008,TRAFJXD128F931D0C4,0.405025,90323b65-7f4f-4f8f-95e2-dbb6ebe0f4a5,192757,223963,Turn Me Well,627408,0.650014515,6964040,22050,722aa7ce0c3a9264de5469b8ea5a9462,0,0,2,0.32,-8.107,1,0.469,162.058
1588,SOWPLTX12A5891F918,779118,At Night (The Unreleased Mixes),ARVNK831187FB48831,37.2719,California,-119.27,Shakedown,0,437.942,3,0.256,123.994,4,0.95,At Night,2001,TRAFKHA12903CF0E89,0.406063,0b03f91a-2991-4a49-b9b9-93b084872952,-1,12477,At Night (The Unreleased Mixes),779118,nan,8621340,22050,7f23332b149301e708b69f1cc8314259,0,0,3,0.256,-6.042,0,0.138,433.656
1591,SOCNOQB12AB0183A1E,366584,Summerfish,ARYC3YP1187FB4C64D,0,,0,Leonid Rudenko,0,395.284,6,0.288,127.981,4,0,Summerfish,2006,TRAFKLJ128F9331BE6,0.349314,51d523e4-8ea5-4d78-aa64-b99d4cc0a780,-1,91706,Summerfish,366584,nan,4081000,22050,502d5fddedd25e96c80c35cec9382e7e,0,0,6,0.288,-5.299,1,0.437,392.522
1595,SOPOPLW12A8C13A905,628505,Umbrella,ARJV0U41187B9AB715,0,Baltimore MD,0,All Time Low,0,227.709,1,0.366,87.953,4,0.806,Umbrella,2008,TRAFKRE128F932002B,0.526458,62162215-b023-4f0e-84bd-1e9412d5b32c,-1,66280,Umbrella,628505,0.927112122,6976190,22050,e8cc4114445e961f21451b14ccba868d,2.519,0,1,0.366,-8.901,1,0.595,223.266
1604,SOLYAYO12A8C13C04D,266372,T.O.S. (Terminate On Sight),ARRXG5Y1187B9AA016,0,ABD,0,G-Unit,0,274.782,4,0.463,92.998,5,0.998,I Don't Want To Talk About It,0,TRAFLMU128F4274A4D,0.53443,3a212655-d7d5-4570-9d31-4b7b1ef02629,-1,1299,T.O.S. (Terminate On Sight),266372,0.22847373,2894620,22050,3ebecb90d9ba790176bce3848f3be100,0.113,0,4,0.463,-5.958,1,0.401,260.777
1608,SOLEETW12A6D4FB2FE,45717,The Black Parade,ARKR75V1187FB3D4D5,0,New Jersey,0,My Chemical Romance,0,184.006,4,0.239,127.15,4,0.632,House Of Wolves (Album Version),2006,TRAFLZY128F148959F,0.766076,c07f0676-9143-4217-8a9f-4c26bd636f13,-1,1270,The Black Parade,45717,0.43483809,487887,22050,7946be1385b06db5a217c8ce2ecb20a0,0.084,0,4,0.239,-2.895,0,0.323,175.525
1610,SONODJN12A6D4F9838,176847,Legendary Country Blues Artists - CD A,ARE2QID1187B98FA19,35.7459,Ripley TN,-89.5318,Sleepy John Estes,0,196.884,0,0.766,158.767,1,0,Street Car Blues,1930,TRAFMDA128F4224347,0.353036,3bef5827-7f0e-4011-8f3c-50cf29bb187e,21626,2859,Legendary Country Blues Artists - CD A,176847,nan,1905970,22050,6f0dc1c2d45eb7a59cb1c7d2aa7be117,0.282,0,0,0.766,-18.338,1,0.811,189.864
1611,SOEKRSK12A8C13CFB2,162891,CiSTm KonFLiqt,ARHXIOW1187FB3AF67,37.4876,JP,139.838,The Mad Capsule Markets,0,12.1204,7,0.109,137.537,1,0, -start ID-,0,TRAFMEJ128F4284652,0.437051,e93424ae-bf3b-426a-952f-cb89bde5db0c,-1,124794,CiSTm KonFLiqt,162891,nan,1726520,22050,10e6effbf1af9f4940a441254011fe1b,0.578,0,7,0.109,-17.425,1,0.345,12.12
1616,SOMRBBO12A8C13F67B,521760,THE EYES OF,AR1ABAO1187FB531E1,42.3317,Detroit MI,-83.0479,Alice Cooper,0,210.546,1,0.171,130.325,1,0.33,This House Is Haunted,2003,TRAFMIA128F92E2B2B,0.607793,4d7928cd-7ed2-4282-8c29-c0c9f966f1bd,63,4349,THE EYES OF,521760,0.535106025,5767650,22050,5838dc2e890a699b5b30f7f7db843d5d,7.007,0,1,0.171,-12.26,0,0.238,196.545
1618,SOULXLO12AB018379D,461074,Knives [Clean],ARJ8PZJ1187B99314F,0,Seattle Washington,0,Aiden,0,140.408,2,0,207.974,4,0,Killing Machine,2009,TRAFMME128F932B4D5,0.500459,d4f82967-4008-4481-953d-399d089753dd,-1,21129,Knives [Clean],461074,0.715511707,5133670,22050,8934872aad49fa4e4a21075f6c238837,0,0,2,0,-4.459,0,0.242,136.214
1619,SOFBBXV12A81C21835,275331,Latin Kick,AR9ST641187B99B4DE,38.6277,St. Louis MO,-90.1995,Cal Tjader,0,197.224,0,0,176.279,4,0.209,Manuel's Mambo,1956,TRAFMNM128F4251008,0.369077,1015b5e3-8e3d-4d78-806a-c530cf742e66,6446,11300,Latin Kick,275331,0.265861049,3062100,22050,22d11ea566bb8617a743cd5d51dfb201,0,0,0,0,-23.549,1,0,188.714
1620,SOTHZUA12A8C13268A,140385,One Nation Underground,ARQATWU1187B98EE26,40.1432,Nueva Jersey (Estados Unidos),-74.7267,Ill Nino,0,219.82,8,0.615,91.011,4,0.839,All I Ask For (Album Version),2005,TRAFMPX128F4246C49,0.583147,91e2e08f-abd7-44d6-9a84-b8a4afa8a265,-1,41585,One Nation Underground,140385,0.638646723,1457610,22050,144cbc531c5dd572adb803f6539f49b0,0.119,0,8,0.615,-3.67,1,0.611,211.598
1625,SODLHUG12A6D4F7BB7,23102,Morrocan Roll,ARDPTGD1187B9AD361,36.8765,Sikeston MO,-89.5883,Brand X,0,281.521,9,0.223,201.006,4,0,Hate Zone,1977,TRAFNEI128F1458CAA,0.363676,097c86bc-b2b6-4791-833b-39b5385fe3e6,88169,16313,Morrocan Roll,23102,0.624833534,240772,22050,0d0192e7d8828b004d8de694a1f189b8,0.285,0,9,0.223,-13.358,1,0.285,267.273
1633,SOKUHGH12AB017FB12,455287,If You Love These Blues_ Play'em As You Please,ARFONSP11F50C4D175,0,,0,Michael Bloomfield,0,271.856,0,0.692,74.392,3,0.397,I Must See Jesus,0,TRAFNWS128F931A45D,0.37218,,14546,97840,If You Love These Blues_ Play'em As You Please,455287,0.288481643,5062340,22050,d842b8676fce2d2cbc34a8b172e6ae80,0.316,0,0,0.692,-13.983,1,0.714,263.425
1634,SOGFFYV12A8C138D74,203675,Alright Now,ARSMRIN1187B9AB35A,0,Middlesbrough England,0,Paul Rodgers,0,269.818,11,0.385,120.859,4,0.484,Alright Now,0,TRAFOHK128F425F232,0.364557,723f72bc-b000-42cb-a20d-9f43fee17456,5303,4364,Alright Now,203675,0.32316127,2211550,22050,711394f4e137c9bff90b3a958e02657c,0.17,0,11,0.385,-8.525,0,0.478,263.964
1635,SOVYZIA12A8C136E0D,289149,Let's Get Free,AROIIF91187FB4F2D5,0,,0,Dead Prez,0,120.868,6,0.459,170.081,5,1,Assassination,2000,TRAFOKY128F4276D91,0.469514,3b02795b-bd2c-4aac-8f6c-e581514cc2d8,9238,11007,Let's Get Free,289149,0.553766592,3242140,22050,18720459e52ebca1f37fc3b14abbfd28,0,0,6,0.459,-6.72,1,0.396,120.868
1636,SORCRQT12A8C142A5A,333086,David Cook,ARFN2TE11A348EFFB4,36.154,Tulsa Oklahoma,-95.9928,David Cook,0,229.459,9,0.811,82.282,4,0.683,I Did it for You,2008,TRAFOKY128F92ED751,0.530772,966e1095-b172-415c-bae5-53f8041fd050,33758,209645,David Cook,333086,0.689572199,3732740,22050,ec4e63af1d1cea8031c6784503d54256,2.322,0,9,0.811,-3.8,1,0.784,217.641
1638,SOFEIDA12A6D4FBFA5,177206,Rio,AR1LQNB1187B9A6AE5,0,,0,La Portuaria,0,155.036,4,0.569,99.901,4,1,Down On The Corner,2005,TRAFOTS128F42255A6,0.305719,c9c3157e-35e6-4888-9970-3b9771f13197,57330,19928,Rio,177206,0.458288207,1910670,22050,c28c72b23e2fbf1f9be7a6f830dc75ce,0.247,0,4,0.569,-6.611,1,0.51,152.213
1640,SONEAJZ12B0CEB476A,29387,Drums Not Dead,ARVZWQ31187B9B8946,34.0535,LA / NYC,-118.245,Liars,0,259.056,11,0.202,126.46,4,0,A Visit From Drum,2006,TRAFPAY128F146B23B,0.420413,03098741-08b3-4dd7-b3f6-1b0bfa2c879c,33463,14248,Drums Not Dead,29387,nan,324314,22050,77e41dd26a5fd712b3c17ebe1ff7ef09,0,0,11,0.202,-8.977,0,0.533,259.056
1641,SOAUNDO12AB017BFF8,485210,Tom Barabas Live,AR7CCS31187B98C531,0,,0,Tom Barabas,0,276.793,7,0.527,138.83,1,0,More Than Words,1992,TRAFPDD128F92FBBA6,0.393622,b680492b-1c40-4a57-845e-4d1e57f2f0f5,-1,252034,Tom Barabas Live,485210,0.579728749,5383930,22050,8ef62f501e14f377f27dce0163336fc0,0.38,0,7,0.527,-22.645,1,0.697,253.933
1656,SOWNZHB12A6701C776,14305,The Marshall Mathers LP,ARTH9041187FB43E1F,0,St. Joseph MO,0,Eminem,0,289.306,7,0.507,174.69,4,0.849,The Way I Am,2000,TRAFQFM128E078EC97,0.80483,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,549,262,The Marshall Mathers LP,14305,0.813003556,148017,22050,8712547bb5dd220714bbf3dbeda7b57a,2.02,0,7,0.507,-2.973,1,0.507,277.211
1658,SOFCHBZ12A8C142084,611922,LÃŒ_ricas,ARVLIVA1187B991590,0,,0,Zeca Baleiro,0,237.975,9,0.632,86.006,5,0.375,Blues Do Elevador,2000,TRAFQJK128F92F5EBE,0.425126,a774549d-0bc6-470f-a055-c4b12dfd0085,-1,271382,LÃŒ_ricas,611922,0.506270994,6802970,22050,fda4a8e7e012cb1610055f381fa77844,0,0,9,0.632,-12.008,0,0.603,228.142
1665,SOAPQCG12AB017AAAB,619744,If You Want it,ARRW6DJ1187FB50A67,40.7146,New York NY,-74.0071,Pacha Massive,0,241.684,0,0.328,140.025,4,0.579,Just Want To See Ya,2009,TRAFRBN128F93095F4,0.420945,6221313c-ac91-4277-b26e-e0c40be1b81b,-1,103923,If You Want it,619744,0.319686859,6883120,22050,1f3b066d87efa4ab36dfb2fdedba31b8,0.154,0,0,0.328,-8.948,0,0.357,222.662
1666,SOLMFNE12AB018F807,598782,The World According To Gob,ARXR32B1187FB57099,0,,0,Gob,0,153.338,4,0.258,133.986,4,0,No Regrets,2001,TRAFRCH12903CEA22D,0.401724,c6903a2e-063c-4f91-a284-17b8f421be7b,8355,30973,The World According To Gob,598782,0.658202537,6643690,22050,305bdc4a8b30e28d63231ee49c6f1bbd,0,0,4,0.258,-5.92,1,0.319,141.56
1670,SOEPVWS12A6D4FAFC4,860,Best Of Strange Cargo,ARZS5VW1187FB567E8,0,,0,William Orbit,0,159.111,1,0.687,98.823,7,0.858,Love My Way,1987,TRAFRJH128E0781C5B,0.424953,a7412cd0-e0b8-4fa1-8d24-75bb92a84946,1695,516,Best Of Strange Cargo,860,nan,7570,22050,95bd6576843e1e88d2ef32c3fbe913b5,0.287,0,1,0.687,-20.142,1,0.669,141.816
1672,SOMCPKY12AB0184197,639042,Live,ARUKN9H1187B9B71C8,0,Atlanta GA,0,The Black Crowes,0,404.584,7,0.417,119.713,4,0,Girl From A Pawnshop,1996,TRAFRKU128F933CE16,0.5364,02ceff75-7363-493e-a78d-912dc86c7460,6981,5827,Live,639042,nan,7095130,22050,b7162548965367fb7c7134ac6740c673,0,0,7,0.417,-8.087,1,0.544,404.584
1673,SOLRGXU12A8C132FD7,284736,Woman Across The River (World),ARRT66G1187FB3DDF9,0,Gilmer TX,0,Freddie King,0,226.063,11,0.462,135.951,1,0.014,Boogie Man,1973,TRAFRLV128F4267ADF,0.382593,d6ae4b23-965f-485a-b2c2-66c43ffaef20,15428,10221,Woman Across The River (World),284736,nan,3176760,22050,73e356aa8eca2ca6f890394428013e7b,0.369,0,11,0.462,-14.977,1,0.355,212.312
1675,SOFXFXN12AB01827D6,641828,Where The Wild Things Are,AROY6XW1187B991121,0,Carle Place New York,0,Steve Vai,0,383.294,4,0.459,147.83,1,0,Angel Food,2009,TRAFRTX128F93426B7,0.543954,5e7ccd92-6277-451a-aab9-1efd587c50f3,8613,41002,Where The Wild Things Are,641828,0.564985964,7117970,22050,183fbcb2ba7853ec5e9990dd9c5bfebe,0,0,4,0.459,-12.338,1,0.112,383.294
1676,SOULEZE12A8C134B31,281753,Paradise In Me,ARMSL551187FB3F4B0,0,,0,K's Choice,0,222.302,4,0.389,161.456,4,0.28,My Record Company,1995,TRAFRVU128F42649A6,0.451219,9bd1e632-b17b-4842-b520-ddfce3b538b9,8077,40925,Paradise In Me,281753,0.659300406,3156970,22050,87f27b5cb1082a4015eac2523648b7c0,0.531,0,4,0.389,-7.3,1,0.403,219.458
1678,SOKJBKQ12A8C143666,523259,The Downward Spiral - Deluxe Edition,ARK9TRQ1187B99C095,41.5047,Cleveland OH,-81.6907,Nine Inch Nails,0,441.965,10,0.593,133.903,3,0.312,Memorabilia,1994,TRAFRYJ128F92E638B,0.598459,b7ffd2af-418f-4be2-bdd1-22f8b48613da,-1,7338,The Downward Spiral - Deluxe Edition,523259,nan,5782120,22050,14d3388a3acb5f733629612781c4ef1c,0.102,0,10,0.593,-6.962,0,0.562,439.478
1680,SODNQJO12A6310F970,398,80s Triple Set,AR7WGYZ1187FB3CAB0,0,,0,Wang Chung,0,234.762,0,0.901,205.245,4,0.498,Dance Hall Days,1983,TRAFSAP128E0780ECF,0.441367,47c8a452-4efb-45b4-a0d3-df506dbe42b2,-1,241,80s Triple Set,398,0.785025092,3728,22050,19c218d0f5121f725eb64d6fce8a3418,0.27,0,0,0.901,-12.455,1,0.692,228.49
1681,SOHDMZZ12AB018AC70,663511,Smokin' Hits,ARPFKK81187B99878D,39.1446,Ramsey Fayette County IL,-89.1083,Tex Williams,0,181.08,9,0.569,142.398,4,1,Smoke! Smoke! Smoke! (That Cigarette),1947,TRAFSGJ12903CAA742,0.313648,52889ea9-1c52-487e-95a4-8c53f8322ca2,98091,22402,Smokin' Hits,663511,nan,7355220,22050,c151e751ebb9a7ab2da869d7fe34b3fb,0,0,9,0.569,-26.997,1,0.54,178.527
1682,SOVFDZT12A8C140710,307285,Razor,AR6XPWV1187B9ADAEB,0,Seattle WA,0,Foo Fighters,0,288,2,0.726,126.986,1,0,Razor,2005,TRAFSGL128F42ADA3E,0.550762,67f66c07-6e61-4026-ade5-7e782fad3a5d,631,8293,Razor,307285,nan,3469740,22050,3315ac6b763729ae25c38de9af02c4c2,0.334,0,2,0.726,-16.372,1,0.781,284.642
1689,SOWCEQL12AF729E70C,279091,Portrait,ARWPYQI1187FB4D55A,53.4564,Newton-le-Willows Merseyside England,-2.63265,Rick Astley,0,184.555,7,0.046,86.971,4,0.441,Close To You,2005,TRAFTCT128F425A900,0.507464,db92a151-1ac2-438b-bc43-b82e149ddd50,1338,3204,Portrait,279091,0.386790177,3107960,22050,82c93260941a5e8f50c08b5119b27c8d,0.27,0,7,0.046,-8.7,1,0.336,173.099
1690,SOFKTPP12A8C1385CA,291143,Made In The Dark,ARWA8AH1187FB3FC84,51.5063,London,-0.12714,Hot Chip,0,381.178,7,0.455,134.5,4,0.477,Hold On,2008,TRAFTDN128F427C29D,0.535763,d8915e13-d67a-4aa0-9c0b-1f126af951af,5202,14833,Made In The Dark,291143,0.693464248,3264310,22050,441984f3ad440216538a48f63a28a52f,0,0,7,0.455,-6.36,1,0.528,377.295
1692,SOWHSFS12AB0183B7D,622234,My So Called Knife,AR7KQQ91187B98ED7A,0,,0,Lollipop Lust Kill,0,265.613,10,0.058,153.211,7,0,Bury You,2000,TRAFTFF128F930F77C,0.38408,f88be1eb-e7ad-4ac7-88a0-8d28045cd1dd,-1,462965,My So Called Knife,622234,0.494489518,6908180,22050,ac9989797be9f683b14f4e05821dd833,0,0,10,0.058,-5.145,0,0.158,253.301
1693,SOORSEW12A8C1375CB,540620,Universe One,ARBXBQR1187FB56FA5,0,,0,Bill Douglas,0,201.952,5,0.29,138.213,4,0,Highland,1990,TRAFTJB128F931919E,0.34339,f75b906a-a107-4f57-b846-fb98f6ce5e21,-1,347407,Universe One,540620,nan,5992580,22050,2142022cc9558eb51c80c42e57838c30,0.184,0,5,0.29,-13.214,1,0.575,195.39
